Candidate ID|Office ID|Election ID|Office Name|Allowed Votes|Candidate First Name|Candidate Last Name|Candidate Credentials|Candidate Bio
6204|2483|994|Treasurer|1|Christine|Murphy||
6205|2483|994|Treasurer|1|Frances|Barnes||
6206|2483|994|Treasurer|1|Karen|Jenkins|MFA|
6207|2484|995|Treasurer|1|Laurie|Ray||
6208|2484|995|Treasurer|1|Paul|Jordan|PhD|
6209|2484|995|Treasurer|1|Jessica|Garrett||
6210|2485|995|Vice President|1|Dorothy|Wood|MPH|
6211|2485|995|Vice President|1|Steven|Armstrong||
6212|2485|995|Vice President|1|Gloria|Kennedy||
6213|2485|995|Vice President|1|Brenda|Fisher|MFA|As a seasoned educator and lifelong learner, this individual is passionate about inspiring the next generation of leaders and thinkers. With a focus on fostering creativity and critical thinking skills, they have created dynamic learning environments where students are encouraged to explore their interests and pursue their passions.
6214|2486|995|President|1|Jacob|Peters|MD|
6215|2486|995|President|1|Samuel|Freeman|MFA|
6216|2487|996|Secretary|1|Nicole|Day||
6217|2488|997|Secretary|1|Jonathan|Bowman||Armed with a background in finance and a keen eye for market trends, this professional has carved out a niche in the realm of investment banking. Their strategic insights and risk management expertise have propelled them to success, enabling them to navigate complex financial landscapes and deliver exceptional results for their clients.
6218|2489|997|Vice President|1|Willie|Oliver|JD|
6219|2489|997|Vice President|1|Dylan|Franklin|BSN|
6220|2489|997|Vice President|1|Mildred|Holland|MDiv|
6221|2489|997|Vice President|1|Kevin|Henderson||With a background in technology and a flair for innovation, this individual has played a key role in driving digital transformation across a wide range of industries. Their expertise in software development and project management has enabled organizations to streamline operations, increase efficiency, and stay ahead of the curve in an ever-evolving marketplace.
6222|2490|997|President|1|Terri|Parker||
6223|2490|997|President|1|Samuel|Pierce|RN|A trailblazing entrepreneur with a knack for spotting opportunities and turning ideas into reality, this individual has built a reputation for success in the world of business. From launching innovative startups to leading established companies through periods of growth and transformation, they have demonstrated an uncanny ability to navigate the complexities of the business world. With a strategic mindset and a willingness to take calculated risks, they continue to push the boundaries of what's possible and inspire others to dream big.
6224|2490|997|President|1|Peter|Perez|PsyD|
6225|2490|997|President|1|Michelle|Reyes|MPH|
6226|2491|997|Treasurer|1|Amanda|Stevens||A dedicated advocate for social justice and equality, this individual has spent their career working tirelessly to empower marginalized communities and promote positive change. Through their work in grassroots organizing and policy advocacy, they have made significant strides towards creating a more inclusive and equitable society for all.
6227|2491|997|Treasurer|1|Jason|Reid||As a seasoned journalist, this individual has made a name for themselves by fearlessly pursuing truth and shedding light on pressing social and political issues. Their commitment to journalistic integrity and investigative reporting has earned them respect within the industry and sparked meaningful conversations that drive societal change.
6228|2492|998|Vice President|2|Deborah|Simmons||
6229|2493|998|Treasurer|1|Frank|Gutierrez|BSN|
6230|2494|998|President|1|Henry|Gibson|MPH|
6231|2494|998|President|1|Carolyn|Hamilton|MSLIS|
6232|2495|999|Secretary|1|Donald|Robertson||
6233|2495|999|Secretary|1|Gary|Alexander||
6234|2496|999|Vice President|1|Dorothy|Peterson||
6235|2496|999|Vice President|1|Alan|White|MSW|
6236|2496|999|Vice President|1|Barbara|Nelson||
6237|2497|1000|President|1|Joyce|Ortiz||
6238|2497|1000|President|1|Dorothy|Kim|DVM|
6239|2497|1000|President|1|Kenneth|Hill||With a background in healthcare and a passion for serving others, this individual has devoted their life to improving the well-being of their community. Whether it's providing compassionate care to patients in need or advocating for policies that promote public health, they have consistently demonstrated a commitment to making a difference. Their unwavering dedication to their profession and their tireless efforts to address the evolving needs of society have earned them the respect and admiration of colleagues and peers alike.
6240|2498|1000|Treasurer|1|Carl|Mills|MD|
6241|2499|1000|Vice President|2|Samuel|James||
6242|2499|1000|Vice President|2|Samuel|Ryan||
6243|2499|1000|Vice President|2|Ronald|Jacobs||
6244|2499|1000|Vice President|2|Nancy|Hunter|MPhil|With a background in software engineering and a knack for problem-solving, this individual has played a pivotal role in developing cutting-edge technology solutions for businesses across industries. Their innovative mindset and collaborative spirit have led to the creation of software platforms that streamline operations and drive organizational growth.
6245|2500|1001|Treasurer|1|Betty|Hawkins||
6246|2500|1001|Treasurer|1|Anna|Pierce||
6247|2500|1001|Treasurer|1|Kathy|Fowler|EdD|
6248|2500|1001|Treasurer|1|Kenneth|Banks|MSW|With a deep passion for environmental conservation, this individual has dedicated their career to researching sustainable agricultural practices and advocating for biodiversity protection. Their innovative approaches to land management have earned them recognition within the scientific community, and they continue to lead initiatives aimed at mitigating the impacts of climate change on ecosystems worldwide.
6249|2501|1001|President|1|Billy|Schmidt||
6250|2501|1001|President|1|Wayne|Ross||
6251|2501|1001|President|1|James|Fields||
6252|2501|1001|President|1|Jennifer|Ellis|DC|
6253|2502|1001|Vice President|2|Doris|Sanchez|MSL|
6254|2503|1002|President|1|Emily|Hudson|MD|
6255|2503|1002|President|1|Heather|Washington||
6256|2503|1002|President|1|Gerald|Mccoy|RN|
6257|2503|1002|President|1|Alice|Graham|MSc|
6258|2504|1002|Treasurer|1|Gloria|Lawrence|MS|
6259|2504|1002|Treasurer|1|Janice|Jacobs||
6260|2505|1002|Vice President|2|Alice|Wheeler|MSLIS|
6261|2505|1002|Vice President|2|Eric|Collins||As a seasoned healthcare professional, this individual brings a wealth of experience and expertise to their role as a nurse practitioner. Their compassionate approach to patient care and commitment to staying abreast of the latest medical advancements have made them a trusted ally in promoting health and wellness within their community.
6262|2506|1002|Secretary|1|Judith|Walker||
6263|2506|1002|Secretary|1|Sharon|Watkins||
6264|2506|1002|Secretary|1|Joan|Washington||
6265|2507|1003|Secretary|1|Jose|Knight|OD|
6266|2507|1003|Secretary|1|Jason|Brooks|RN|
6267|2507|1003|Secretary|1|Alexander|Webb|MA|
6268|2508|1003|President|1|Michael|Banks|MSL|
6269|2509|1003|Treasurer|1|Mary|Adams||
6270|2510|1004|Secretary|1|Eugene|Berry|DPT|
6271|2510|1004|Secretary|1|Kathryn|Mcdonald||
6272|2510|1004|Secretary|1|Judith|Castillo|MSL|
6273|2510|1004|Secretary|1|Ronald|Reynolds|MDiv|
6274|2511|1005|President|1|Christine|Johnson|MPA|
6275|2511|1005|President|1|Heather|Simmons||
6276|2511|1005|President|1|Scott|Nichols|MSLIS|
6277|2512|1006|Treasurer|1|Rebecca|Adams|MDiv|
6278|2512|1006|Treasurer|1|Sarah|Hoffman||
6279|2513|1006|President|1|Kevin|Ellis|BSN|
6280|2513|1006|President|1|Martha|Lane|DO|
6281|2513|1006|President|1|Christian|Scott|DO|
6282|2514|1006|Secretary|1|Aaron|Mendoza||
6283|2514|1006|Secretary|1|Dennis|Palmer|MA|
6284|2514|1006|Secretary|1|Roy|Ruiz||
6285|2515|1007|Treasurer|1|Brenda|Kim||
6286|2515|1007|Treasurer|1|Amanda|Garrett|MSLIS|
6287|2515|1007|Treasurer|1|Bonnie|Tucker|PhD|As a seasoned journalist, this individual has made a name for themselves by fearlessly pursuing truth and shedding light on pressing social and political issues. Their commitment to journalistic integrity and investigative reporting has earned them respect within the industry and sparked meaningful conversations that drive societal change.
6288|2515|1007|Treasurer|1|Sandra|Scott||
6289|2516|1008|President|1|Richard|Lynch||
6290|2517|1008|Vice President|1|Raymond|Sanders|OD|
6291|2517|1008|Vice President|1|Benjamin|Johnston|MPH|
6292|2518|1008|Treasurer|1|Martha|Wilson||
6293|2518|1008|Treasurer|1|Samuel|Mason||
6294|2518|1008|Treasurer|1|Walter|Romero|MS|
6295|2519|1009|Vice President|1|Sharon|Sanchez|MSL|
6296|2519|1009|Vice President|1|Jennifer|Ortiz|MFA|
6297|2519|1009|Vice President|1|Justin|Hicks|DC|
6298|2520|1010|Treasurer|1|Kenneth|Myers|DO|
6299|2520|1010|Treasurer|1|Sara|Snyder||
6300|2520|1010|Treasurer|1|Betty|Thomas||As a seasoned healthcare professional, this individual brings a wealth of experience and expertise to their role as a nurse practitioner. Their compassionate approach to patient care and commitment to staying abreast of the latest medical advancements have made them a trusted ally in promoting health and wellness within their community.
6301|2520|1010|Treasurer|1|Maria|Edwards|MEd|
6302|2521|1010|Vice President|2|Kathryn|Tucker||
6303|2521|1010|Vice President|2|Benjamin|Ortiz||
6304|2521|1010|Vice President|2|Thomas|Dean|MPhil|
6305|2521|1010|Vice President|2|James|Snyder||
6306|2522|1010|Secretary|1|Janet|Cruz||
6307|2522|1010|Secretary|1|Harry|Smith||
6308|2522|1010|Secretary|1|Nicole|Perry||As a seasoned educator and advocate for lifelong learning, this individual has dedicated their career to empowering others through education. With a deep-rooted belief in the transformative power of knowledge, they have championed initiatives to improve access to education for all, regardless of background or circumstance. Their innovative teaching methods and commitment to fostering a culture of inclusivity have inspired countless students to reach their full potential and make a positive impact on the world.
6309|2523|1011|Vice President|2|Ruth|Bell||
6310|2523|1011|Vice President|2|Marilyn|Peters||
6311|2523|1011|Vice President|2|Karen|Wallace||
6312|2524|1012|President|1|Ryan|Ford|MD|
6313|2525|1012|Vice President|2|Joan|Green|EdD|
6314|2525|1012|Vice President|2|Alan|Banks||
6315|2525|1012|Vice President|2|Sarah|Hamilton|OD|
6316|2526|1012|Treasurer|1|Austin|Webb||
6317|2527|1013|President|1|Jessica|Mccoy||
6318|2527|1013|President|1|Sarah|Kim||
6319|2527|1013|President|1|Alice|Elliott|DO|
6320|2528|1014|President|1|Nathan|Phillips||
6321|2528|1014|President|1|Bryan|Gibson|MPhil|
6322|2529|1014|Vice President|1|Alexander|Watson||
6323|2529|1014|Vice President|1|Rachel|Jacobs||
6324|2530|1014|Secretary|1|Jerry|Lawson||
6325|2530|1014|Secretary|1|Alan|Bennett|MSLIS|
6326|2530|1014|Secretary|1|Michelle|Turner||
6327|2530|1014|Secretary|1|Louise|Ford|DC|
6328|2531|1015|President|1|John|Wagner||
6329|2531|1015|President|1|Willie|Lawrence|DVM|
6330|2532|1015|Secretary|1|Nicole|Cooper|RN|
6331|2532|1015|Secretary|1|Emily|Dixon|MEd|
6332|2533|1015|Vice President|2|Roy|Thomas|DDS|
6333|2533|1015|Vice President|2|Maria|Fields|PsyD|
6334|2534|1016|President|1|Elizabeth|Banks|PsyD|
6335|2534|1016|President|1|Willie|Cook||With a background in psychology and a passion for helping others unlock their full potential, this individual has dedicated their career to the field of coaching and personal development. Through their transformative coaching programs and workshops, they have empowered countless individuals to overcome obstacles, achieve their goals, and live lives of fulfillment and purpose. Their unique blend of empathy, insight, and practical wisdom has made them a trusted guide and mentor to clients seeking to create positive change in their lives.
6336|2535|1016|Treasurer|1|Jose|Hall||
6337|2535|1016|Treasurer|1|Jacqueline|Henderson|MA|A seasoned educator with a flair for curriculum development, this individual has spent years shaping the minds of future generations. Their commitment to fostering a love of learning and critical thinking skills among students has earned them accolades from colleagues and students alike, establishing them as a respected figure in the field of education.
6338|2535|1016|Treasurer|1|Frank|Spencer||
6339|2535|1016|Treasurer|1|Joan|Ortiz||
6340|2536|1017|Secretary|1|Jason|Baker||
6341|2537|1017|President|1|Patrick|West|DPT|
6342|2537|1017|President|1|Lisa|Porter|MA|
6343|2537|1017|President|1|Christine|Collins|MPhil|
6344|2538|1017|Vice President|2|Michael|Webb|PharmD|
6345|2539|1018|President|1|Justin|Sullivan|DDS|
6346|2539|1018|President|1|Louise|Cole||
6347|2540|1018|Treasurer|1|Alexander|Wright||
6348|2541|1018|Secretary|1|Janice|Elliott|DDS|
6349|2541|1018|Secretary|1|Frank|Gardner||
6350|2541|1018|Secretary|1|Lisa|Watson||With a background in environmental science and a passion for conservation, this individual has dedicated their career to protecting our planet for future generations. Through their research and advocacy work, they have raised awareness about the urgent need to address pressing environmental issues such as climate change and biodiversity loss. Their tireless efforts to promote sustainable practices and preserve natural habitats have made a significant impact on efforts to safeguard our planet's fragile ecosystems.
6351|2541|1018|Secretary|1|David|Barnes|MPH|
6352|2542|1018|Vice President|1|Charles|Hanson|BA|
6353|2543|1019|Secretary|1|Connie|Medina||
6354|2543|1019|Secretary|1|Betty|Meyer|MSc|
6355|2543|1019|Secretary|1|Christine|Moore||
6356|2543|1019|Secretary|1|Kathryn|Franklin||
6357|2544|1019|Vice President|1|Harold|Bailey||
6358|2544|1019|Vice President|1|Cynthia|Arnold|RN|
6359|2545|1020|Vice President|1|Christian|Lewis|MSc|
6360|2546|1020|Treasurer|1|Wayne|Mcdonald||
6361|2546|1020|Treasurer|1|Ethan|Vasquez|DDS|With a background in psychology and a passion for helping others unlock their full potential, this individual has dedicated their career to the field of coaching and personal development. Through their transformative coaching programs and workshops, they have empowered countless individuals to overcome obstacles, achieve their goals, and live lives of fulfillment and purpose. Their unique blend of empathy, insight, and practical wisdom has made them a trusted guide and mentor to clients seeking to create positive change in their lives.
6362|2546|1020|Treasurer|1|Katherine|Roberts|MD|With a background in psychology and a passion for helping others unlock their full potential, this individual has dedicated their career to the field of coaching and personal development. Through their transformative coaching programs and workshops, they have empowered countless individuals to overcome obstacles, achieve their goals, and live lives of fulfillment and purpose. Their unique blend of empathy, insight, and practical wisdom has made them a trusted guide and mentor to clients seeking to create positive change in their lives.
6363|2547|1020|President|1|Jose|Harrison||
6364|2548|1021|President|1|Roger|Dixon||
6365|2548|1021|President|1|Michelle|Sims|DC|
6366|2549|1022|Secretary|1|Sharon|Nelson||
6367|2550|1022|President|1|Sandra|Daniels|MBA|
6368|2550|1022|President|1|Jordan|Watkins|OD|A trailblazing entrepreneur with a knack for spotting opportunities and turning ideas into reality, this individual has built a reputation for success in the world of business. From launching innovative startups to leading established companies through periods of growth and transformation, they have demonstrated an uncanny ability to navigate the complexities of the business world. With a strategic mindset and a willingness to take calculated risks, they continue to push the boundaries of what's possible and inspire others to dream big.
6369|2550|1022|President|1|Donna|Stanley||
6370|2551|1022|Vice President|2|Benjamin|Sullivan|MA|
6371|2551|1022|Vice President|2|James|Reynolds||
6372|2551|1022|Vice President|2|Laura|Richardson|PsyD|
6373|2552|1023|President|1|Bruce|Lawson|MSL|
6374|2553|1024|Secretary|1|Raymond|Holmes||
6375|2554|1024|Vice President|1|Susan|Martinez|MDiv|
6376|2554|1024|Vice President|1|Jeffrey|Brown|PsyD|
6377|2554|1024|Vice President|1|Edna|Barnes|MS|
6378|2554|1024|Vice President|1|Cynthia|Hall|MSLIS|
6379|2555|1024|Treasurer|1|David|George||
6380|2555|1024|Treasurer|1|Virginia|Cole||A trailblazing entrepreneur with a knack for spotting opportunities and turning ideas into reality, this individual has built a reputation for success in the world of business. From launching innovative startups to leading established companies through periods of growth and transformation, they have demonstrated an uncanny ability to navigate the complexities of the business world. With a strategic mindset and a willingness to take calculated risks, they continue to push the boundaries of what's possible and inspire others to dream big.
6381|2555|1024|Treasurer|1|Janet|Ferguson|MA|
6382|2556|1025|Vice President|2|Judith|Taylor|MSL|
6383|2557|1026|Vice President|2|Judith|Burns||
6384|2557|1026|Vice President|2|Virginia|Smith|MS|With a deep passion for environmental conservation, this individual has dedicated their career to researching sustainable agricultural practices and advocating for biodiversity protection. Their innovative approaches to land management have earned them recognition within the scientific community, and they continue to lead initiatives aimed at mitigating the impacts of climate change on ecosystems worldwide.
6385|2558|1026|President|1|Eugene|Hunt||
6386|2558|1026|President|1|Barbara|Morrison|DDS|
6387|2558|1026|President|1|Ronald|Bennett|MDiv|
6388|2558|1026|President|1|David|Brown||
6389|2559|1026|Treasurer|1|Frances|Rodriguez||
6390|2560|1027|Secretary|1|Jerry|Jacobs|MSL|
6391|2560|1027|Secretary|1|Ryan|Bailey||With a background in technology and a flair for innovation, this individual has played a key role in driving digital transformation across a wide range of industries. Their expertise in software development and project management has enabled organizations to streamline operations, increase efficiency, and stay ahead of the curve in an ever-evolving marketplace.
6392|2561|1027|Vice President|1|Christine|Bell|MA|
6393|2561|1027|Vice President|1|Ethan|Anderson|MD|
6394|2562|1027|President|1|Jessica|Sims||
6395|2562|1027|President|1|Justin|Oliver||
6396|2562|1027|President|1|Emma|Thompson||
6397|2562|1027|President|1|Ethan|Kelley||
6398|2563|1028|Treasurer|1|Jose|Freeman||
6399|2563|1028|Treasurer|1|Gregory|Thomas||
6400|2564|1029|Treasurer|1|Janet|Hudson|DDS|
6401|2564|1029|Treasurer|1|Kathleen|Campbell|MPA|
6402|2564|1029|Treasurer|1|Arthur|West||
6403|2565|1030|Secretary|1|Tyler|Harris||
6404|2566|1030|President|1|Louise|Mcdonald||
6405|2566|1030|President|1|Thomas|Hunt||
6406|2566|1030|President|1|Larry|Berry||
6407|2566|1030|President|1|Karen|Nelson|RN|
6408|2567|1031|President|1|Mark|Silva|DO|
6409|2567|1031|President|1|Cheryl|Rose|MPhil|
6410|2567|1031|President|1|Kyle|Perez||
6411|2567|1031|President|1|Scott|Watson|BSc|With a passion for innovation and problem-solving, this individual brings a wealth of experience in research and development to every project undertaken. Their dedication to pushing boundaries and exploring new possibilities has led to groundbreaking advancements in various fields, earning them recognition as a visionary thinker and a leader in their industry.
6412|2568|1032|Treasurer|1|Janet|Chapman|DPT|
6413|2568|1032|Treasurer|1|Steven|Marshall|MSLIS|
6414|2568|1032|Treasurer|1|Juan|Gomez||
6415|2569|1032|Secretary|1|Benjamin|Wells||
6416|2570|1032|Vice President|2|Jonathan|Reynolds||
6417|2570|1032|Vice President|2|Harold|Coleman||
6418|2571|1032|President|1|Gregory|Lewis||
6419|2571|1032|President|1|Willie|Adams||
6420|2572|1033|President|1|Harry|Ferguson|MPH|
6421|2572|1033|President|1|Debra|Greene|DC|
6422|2572|1033|President|1|Jason|White|PharmD|
6423|2573|1033|Secretary|1|Nicole|Kelley||
6424|2573|1033|Secretary|1|Roy|Fisher|DPT|
6425|2574|1033|Vice President|1|Pamela|Alexander|MS|
6426|2575|1033|Treasurer|1|Sarah|Perkins|MA|
6427|2576|1034|Vice President|1|Kathy|Garza||
6428|2576|1034|Vice President|1|Walter|Holmes||
6429|2577|1035|Treasurer|1|Marilyn|Snyder|MPA|
6430|2578|1035|Secretary|1|Sean|Stewart|MD|
6431|2578|1035|Secretary|1|Maria|Walker|MEd|
6432|2579|1035|President|1|Bruce|Stevens||
6433|2579|1035|President|1|Vicki|Bell||
6434|2579|1035|President|1|Gregory|Willis||
6435|2580|1036|President|1|Crystal|Bowman|MA|
6436|2580|1036|President|1|Edward|Simmons||
6437|2581|1036|Secretary|1|Jerry|Welch||With a background in technology and a flair for innovation, this individual has played a key role in driving digital transformation across a wide range of industries. Their expertise in software development and project management has enabled organizations to streamline operations, increase efficiency, and stay ahead of the curve in an ever-evolving marketplace.
6438|2582|1037|Treasurer|1|Raymond|Daniels|MPH|
6439|2583|1037|Secretary|1|Jacob|Morrison||
6440|2583|1037|Secretary|1|David|Watkins|PharmD|
6441|2583|1037|Secretary|1|Noah|Powell|BA|
6442|2583|1037|Secretary|1|Jacqueline|Rice||
6443|2584|1038|Treasurer|1|Betty|Kim||
6444|2584|1038|Treasurer|1|Christian|Gibson|MFA|A seasoned journalist and storyteller, this individual has spent their career shining a light on important issues and giving voice to the voiceless. Whether it's reporting from conflict zones around the world or uncovering corruption and injustice in their own community, they have demonstrated a fearless commitment to truth and integrity in journalism. Their dedication to holding power to account and amplifying marginalized voices has earned them recognition as a trusted and respected journalist.
6445|2585|1038|Secretary|1|Diana|Ramos|PhD|
6446|2585|1038|Secretary|1|Rose|Johnston|DVM|
6447|2586|1038|Vice President|1|Benjamin|Boyd|MPH|
6448|2587|1038|President|1|Raymond|James|RN|
6449|2587|1038|President|1|Deanna|Elliott|PhD|
6450|2587|1038|President|1|Margaret|Rice|MSLIS|
6451|2587|1038|President|1|Anthony|Wheeler||
6452|2588|1039|President|1|Teresa|Fowler|JD|
6453|2588|1039|President|1|Cheryl|Mendoza||
6454|2588|1039|President|1|Kathy|Medina|MFA|A trailblazing entrepreneur with a knack for spotting opportunities and turning ideas into reality, this individual has built a reputation for success in the world of business. From launching innovative startups to leading established companies through periods of growth and transformation, they have demonstrated an uncanny ability to navigate the complexities of the business world. With a strategic mindset and a willingness to take calculated risks, they continue to push the boundaries of what's possible and inspire others to dream big.
6455|2588|1039|President|1|Janet|Gutierrez||
6456|2589|1040|President|1|Frank|Bell||As a seasoned educator and lifelong learner, this individual is passionate about inspiring the next generation of leaders and thinkers. With a focus on fostering creativity and critical thinking skills, they have created dynamic learning environments where students are encouraged to explore their interests and pursue their passions.
6457|2589|1040|President|1|Connie|Mitchell||
6458|2590|1040|Secretary|1|Wayne|Taylor||A seasoned educator with a flair for curriculum development, this individual has spent years shaping the minds of future generations. Their commitment to fostering a love of learning and critical thinking skills among students has earned them accolades from colleagues and students alike, establishing them as a respected figure in the field of education.
6459|2590|1040|Secretary|1|Stephen|Watson||With a background in software engineering and a knack for problem-solving, this individual has played a pivotal role in developing cutting-edge technology solutions for businesses across industries. Their innovative mindset and collaborative spirit have led to the creation of software platforms that streamline operations and drive organizational growth.
6460|2590|1040|Secretary|1|Justin|Larson||
6461|2591|1041|Secretary|1|Susan|Lawson|BSN|
6462|2591|1041|Secretary|1|Jean|Henderson||
6463|2592|1041|Vice President|2|Rose|Mendoza|MEd|
6464|2592|1041|Vice President|2|Joseph|Garcia|DDS|
6465|2592|1041|Vice President|2|Billy|Day|MBA|As a seasoned educator and lifelong learner, this individual is passionate about inspiring the next generation of leaders and thinkers. With a focus on fostering creativity and critical thinking skills, they have created dynamic learning environments where students are encouraged to explore their interests and pursue their passions.
6466|2593|1042|Vice President|1|Emily|Freeman||
6467|2593|1042|Vice President|1|Gloria|Fuller|MA|
6468|2593|1042|Vice President|1|Julie|Payne|MD|
6469|2593|1042|Vice President|1|Wayne|Hart|DDS|
6470|2594|1042|Treasurer|1|Linda|Perry|MDiv|Armed with a background in finance and a keen eye for market trends, this professional has carved out a niche in the realm of investment banking. Their strategic insights and risk management expertise have propelled them to success, enabling them to navigate complex financial landscapes and deliver exceptional results for their clients.
6471|2595|1042|President|1|Victor|Hughes|DC|
6472|2596|1042|Secretary|1|Rachel|Ryan||
6473|2596|1042|Secretary|1|Kyle|Ramirez|BSc|This individual's journey in the field of social work has been marked by a steadfast dedication to serving vulnerable populations and advocating for social justice. Their tireless efforts to empower individuals and communities facing adversity have made a lasting impact, fostering positive change and resilience in the face of systemic challenges.
6474|2596|1042|Secretary|1|Melissa|Gilbert|PhD|
6475|2597|1043|Treasurer|1|Anne|Crawford|PharmD|
6476|2597|1043|Treasurer|1|Eric|Ford|OD|
6477|2597|1043|Treasurer|1|Brenda|Vasquez|MD|
6478|2597|1043|Treasurer|1|Connie|Lane|PharmD|
6479|2598|1043|Vice President|2|Joseph|Kelly|DDS|
6480|2598|1043|Vice President|2|Joan|Mccoy||With a background in journalism and a passion for storytelling, this individual has dedicated their career to shining a light on important issues and amplifying the voices of those who are often overlooked. Through their work as a writer and reporter, they have challenged the status quo and sparked meaningful conversations about pressing social and political issues.
6481|2598|1043|Vice President|2|Diane|Black||
6482|2599|1043|President|1|Albert|Rice|MS|
6483|2599|1043|President|1|Anthony|Burke|EdD|
6484|2600|1044|President|1|David|Thomas||
6485|2600|1044|President|1|Jacqueline|Griffin||
6486|2600|1044|President|1|Cynthia|Scott|BSN|
6487|2601|1044|Secretary|1|Sharon|Peters|RN|With a passion for innovation and problem-solving, this individual brings a wealth of experience in research and development to every project undertaken. Their dedication to pushing boundaries and exploring new possibilities has led to groundbreaking advancements in various fields, earning them recognition as a visionary thinker and a leader in their industry.
6488|2601|1044|Secretary|1|Shirley|Berry||
6489|2602|1044|Vice President|1|Diane|Hall|BA|
6490|2602|1044|Vice President|1|Ryan|Fields||
6491|2603|1045|Secretary|1|Aaron|Wells||
6492|2603|1045|Secretary|1|Andrew|Porter|PharmD|
6493|2603|1045|Secretary|1|Stephen|Dunn|MPhil|As a seasoned journalist, this individual has made a name for themselves by fearlessly pursuing truth and shedding light on pressing social and political issues. Their commitment to journalistic integrity and investigative reporting has earned them respect within the industry and sparked meaningful conversations that drive societal change.
6494|2603|1045|Secretary|1|Kevin|Romero|MSL|A trailblazing entrepreneur with a knack for spotting opportunities and turning ideas into reality, this individual has built a reputation for success in the world of business. From launching innovative startups to leading established companies through periods of growth and transformation, they have demonstrated an uncanny ability to navigate the complexities of the business world. With a strategic mindset and a willingness to take calculated risks, they continue to push the boundaries of what's possible and inspire others to dream big.
6495|2604|1045|Treasurer|1|Debra|Young|PharmD|An accomplished artist with a unique vision and a talent for storytelling, this individual has captivated audiences around the world with their creative work. From evocative paintings that explore the complexities of the human experience to thought-provoking installations that challenge conventional wisdom, they have established themselves as a leading voice in the art world. With a deep appreciation for beauty and a commitment to pushing artistic boundaries, they continue to inspire others with their creativity and passion.
6496|2605|1046|Vice President|1|Paul|Ross||
6497|2605|1046|Vice President|1|Willie|Armstrong||
6498|2605|1046|Vice President|1|Katherine|Murray||
6499|2606|1046|President|1|Judith|Chavez|MSL|
6500|2606|1046|President|1|Stephanie|Willis||
6501|2606|1046|President|1|Albert|Riley||
6502|2607|1046|Treasurer|1|Patricia|Porter||
6503|2607|1046|Treasurer|1|Jerry|Sullivan||
6504|2607|1046|Treasurer|1|Connie|Mills|MBA|
6505|2607|1046|Treasurer|1|Kathryn|Hamilton|JD|
6506|2608|1046|Secretary|1|Jordan|Martinez|MEd|
6507|2609|1047|President|1|Kathleen|Mason||
6508|2610|1048|Secretary|1|Sara|Thomas|MA|
6509|2610|1048|Secretary|1|Andrew|Gonzales||
6510|2610|1048|Secretary|1|Arthur|Jordan||
6511|2610|1048|Secretary|1|Terri|Webb||
6512|2611|1048|Treasurer|1|Barbara|Reed||With a background in social work and a passion for advocacy, this individual has dedicated their life to fighting for social justice and equality. Through their work with marginalized communities, they have witnessed firsthand the impact of systemic injustice and inequality on people's lives. Their tireless advocacy efforts, from organizing grassroots movements to lobbying for policy change, have helped to bring about meaningful progress in the fight for a more just and equitable society.
6513|2611|1048|Treasurer|1|Edward|Cook|BA|This individual's journey in the field of social work has been marked by a steadfast dedication to serving vulnerable populations and advocating for social justice. Their tireless efforts to empower individuals and communities facing adversity have made a lasting impact, fostering positive change and resilience in the face of systemic challenges.
6514|2611|1048|Treasurer|1|Christine|Watson||
6515|2611|1048|Treasurer|1|Joe|Harper||
6516|2612|1049|Treasurer|1|Donald|Little|MD|
6517|2612|1049|Treasurer|1|Jason|Hart|DO|
6518|2613|1049|President|1|Stephen|Watkins|BA|
6519|2613|1049|President|1|Kimberly|Lawrence|MPhil|
6520|2613|1049|President|1|Thomas|James||
6521|2614|1049|Secretary|1|Frances|Porter||
6522|2614|1049|Secretary|1|Roy|Simmons||
6523|2615|1050|Vice President|2|Gregory|Martinez||
6524|2615|1050|Vice President|2|Cynthia|Meyer||
6525|2615|1050|Vice President|2|Carl|Frazier||
6526|2615|1050|Vice President|2|Debra|Hamilton|OD|
6527|2616|1050|President|1|Lawrence|Mills|BA|
6528|2616|1050|President|1|Walter|Brewer||A tireless advocate for environmental conservation and sustainable development, this individual has dedicated their career to protecting our planet for future generations. Through their work in research, education, and advocacy, they have raised awareness about pressing environmental issues and mobilized communities to take action in defense of our natural world.
6529|2616|1050|President|1|Jean|Henry|DDS|With a passion for innovation and a commitment to excellence, this individual has dedicated their career to pushing the boundaries of technology. Their pioneering work in the field of artificial intelligence has led to breakthroughs that have revolutionized industries ranging from healthcare to finance. With a relentless drive for problem-solving and a keen eye for detail, they continue to be at the forefront of cutting-edge research, shaping the future of technology for generations to come.
6530|2616|1050|President|1|Sean|Wright||
6531|2617|1050|Secretary|1|Gary|Roberts|BSc|
6532|2617|1050|Secretary|1|Mark|Jenkins||
6533|2617|1050|Secretary|1|Billy|Thompson|DC|
6534|2617|1050|Secretary|1|Raymond|Roberts||
6535|2618|1051|Secretary|1|Dennis|Powell||
6536|2619|1052|Vice President|2|Mark|Chavez|MEd|
6537|2620|1052|Secretary|1|Willie|Myers|MA|
6538|2620|1052|Secretary|1|Janet|Henry||
