Election ID|Election Title|Society ID|Start Date|End Date
955|2004 Presidential Elections|39|2004-12-30|2005-02-14
956|2005 Chairperson Selection|39|2005-04-26|2005-05-26
957|2006 Councilor Elections|39|2006-11-02|2006-12-03
958|2007 Council Elections|39|2007-04-14|2007-05-16
959|2008 Council Presidency Elections|39|2008-06-25|2008-07-25
960|2009 Leadership Elections|39|2009-05-27|2009-07-13
961|2010 Executive Committee Elections|39|2010-02-26|2010-04-16
962|2011 Council Member Elections|39|2011-04-14|2011-06-10
963|2012 Executive Committee Elections|39|2012-08-01|2012-09-12
964|2013 Committee Chairperson Selection|39|2013-06-11|2013-08-01
965|2014 Directorship Elections|39|2014-12-20|2015-02-07
966|2015 Executive Elections|39|2015-03-29|2015-05-26
967|2016 Committee Elections|39|2016-06-27|2016-08-14
968|2017 Executive Board Elections|39|2017-06-03|2017-07-26
969|2018 Steering Committee Elections|39|2018-07-16|2018-08-29
970|2019 Executive Elections|39|2019-11-29|2020-01-01
971|2020 Chairperson Selection|39|2020-03-08|2020-05-02
972|2021 Chairperson Selection|39|2021-10-03|2021-11-27
973|2022 Directorship Elections|39|2022-06-08|2022-07-11
974|2023 Trustee Elections|39|2023-01-01|2023-02-24
975|2024 Executive Board Elections|39|2024-12-11|2025-01-31
976|2000 Board Chair Elections|40|2000-06-27|2000-08-10
977|2001 Officer Selection|40|2001-05-05|2001-06-22
978|2002 Executive Elections|40|2002-01-15|2002-02-16
979|2003 Board Chair Elections|40|2003-04-27|2003-06-07
980|2004 Councilor Elections|40|2004-01-01|2004-02-08
981|2005 Officer Selection|40|2005-02-25|2005-04-20
982|2006 Chairperson Elections|40|2006-11-06|2006-12-06
983|2007 Steering Committee Elections|40|2007-03-20|2007-05-07
984|2008 Presidential Elections|40|2008-01-26|2008-03-10
985|2009 Executive Director Elections|40|2009-07-10|2009-08-13
986|2010 Committee Elections|40|2010-12-05|2011-01-17
987|2011 Committee Chair Elections|40|2011-03-29|2011-05-17
988|2012 Executive Elections|40|2012-02-25|2012-04-17
989|2013 Executive Elections|40|2013-07-28|2013-09-01
990|2014 Board Elections|40|2014-10-14|2014-12-03
991|2015 Director General Elections|40|2015-03-17|2015-05-05
992|2016 Officer Appointments|40|2016-10-11|2016-11-13
993|2017 Governing Body Elections|40|2017-12-28|2018-02-14
994|2018 Chairperson Elections|40|2018-03-24|2018-04-25
995|2019 Officer Selection|40|2019-05-14|2019-07-03
996|2020 President Selection|40|2020-10-07|2020-11-30
997|2021 Chairperson Selection|40|2021-04-16|2021-06-08
998|2022 Board Member Elections|40|2022-06-13|2022-07-18
999|2023 Officer Appointments|40|2023-10-29|2023-12-27
1000|2024 Leadership Elections|40|2024-11-17|2024-12-30
1001|2000 Management Elections|41|2000-03-28|2000-05-26
1002|2001 Council Member Elections|41|2001-03-14|2001-04-13
1003|2002 Officer Appointments|41|2002-09-19|2002-10-19
1004|2003 President Selection|41|2003-03-01|2003-04-10
1005|2004 Councilor Elections|41|2004-08-30|2004-10-21
1006|2005 Committee Chairperson Selection|41|2005-06-11|2005-07-25
1007|2006 Council Presidency Elections|41|2006-08-14|2006-10-07
1008|2007 Officer Appointments|41|2007-06-23|2007-08-09
1009|2008 Chairperson Selection|41|2008-04-26|2008-06-24
1010|2009 Governing Body Elections|41|2009-04-28|2009-06-16
1011|2010 Management Elections|41|2010-02-27|2010-04-22
1012|2011 Councilor Elections|41|2011-05-20|2011-06-28
1013|2012 Executive Director Elections|41|2012-12-22|2013-01-24
1014|2013 Council Presidency Elections|41|2013-05-05|2013-06-17
1015|2014 President Selection|41|2014-10-23|2014-11-29
1016|2015 Councilor Elections|41|2015-09-14|2015-11-11
1017|2016 Management Elections|41|2016-02-22|2016-04-12
1018|2017 Committee Chairperson Elections|41|2017-03-31|2017-05-23
1019|2018 Council Elections|41|2018-09-01|2018-10-27
1020|2019 Board Member Elections|41|2019-05-28|2019-07-17
1021|2020 President Selection|41|2020-07-31|2020-09-08
1022|2021 Trustee Elections|41|2021-09-26|2021-11-02
1023|2022 Officer Appointments|41|2022-08-18|2022-09-26
1024|2023 Committee Chairperson Elections|41|2023-09-20|2023-11-13
1025|2024 Steering Committee Elections|41|2024-09-11|2024-10-29
1026|2000 Officer Selection|42|2000-03-03|2000-04-27
1027|2001 Council Member Elections|42|2001-05-15|2001-06-16
1028|2002 Committee Chairperson Selection|42|2002-03-05|2002-04-22
1029|2003 Trustee Elections|42|2003-09-28|2003-10-28
1030|2004 Board Elections|42|2004-08-26|2004-10-03
1031|2005 Secretary-General Elections|42|2005-04-14|2005-05-16
1032|2006 Director General Elections|42|2006-12-19|2007-02-07
1033|2007 Council Elections|42|2007-02-17|2007-04-12
1034|2008 Directorship Elections|42|2008-08-23|2008-10-07
1035|2009 Committee Chairperson Elections|42|2009-06-30|2009-08-26
1036|2010 Board Elections|42|2010-01-06|2010-02-11
1037|2011 Committee Elections|42|2011-08-05|2011-09-04
1038|2012 Executive Director Elections|42|2012-07-17|2012-09-14
1039|2013 Executive Board Elections|42|2013-12-24|2014-01-26
1040|2014 Officer Appointments|42|2014-01-08|2014-02-27
1041|2015 Chairperson Selection|42|2015-12-25|2016-02-03
1042|2016 Committee Chair Elections|42|2016-07-23|2016-09-09
1043|2017 Director Elections|42|2017-12-27|2018-01-30
1044|2018 Officer Selection|42|2018-01-01|2018-02-11
1045|2019 Committee Chairperson Selection|42|2019-09-26|2019-11-17
1046|2020 Officer Selection|42|2020-01-23|2020-03-10
1047|2021 Chairperson Selection|42|2021-01-24|2021-03-05
1048|2022 Chairperson Selection|42|2022-12-24|2023-02-08
1049|2023 Secretary-General Elections|42|2023-03-20|2023-05-12
1050|2024 Board Chair Elections|42|2024-08-06|2024-10-01
1051|2000 Committee Chairperson Selection|43|2000-05-02|2000-06-06
1052|2001 Board Elections|43|2001-12-02|2002-01-17
1053|2002 Council Elections|43|2002-09-16|2002-10-20
1054|2003 Council Presidency Elections|43|2003-09-14|2003-10-30
1055|2004 Committee Chair Elections|43|2004-06-11|2004-08-04
1056|2005 Committee Chairperson Elections|43|2005-03-23|2005-05-06
1057|2006 Council Elections|43|2006-05-12|2006-06-28
1058|2007 Committee Chairperson Selection|43|2007-05-27|2007-07-25
1059|2008 Executive Board Elections|43|2008-06-16|2008-08-14
1060|2009 Director Elections|43|2009-06-28|2009-08-14
1061|2010 Board Chair Elections|43|2010-10-25|2010-12-11
1062|2011 Executive Board Elections|43|2011-04-01|2011-05-07
1063|2012 Council Presidency Elections|43|2012-10-11|2012-11-16
1064|2013 Board Member Elections|43|2013-12-23|2014-01-22
1065|2014 Committee Chairperson Selection|43|2014-12-23|2015-01-31
1066|2015 President Selection|43|2015-02-09|2015-03-30
1067|2016 Executive Director Elections|43|2016-02-05|2016-03-31
1068|2017 Committee Chairperson Elections|43|2017-12-02|2018-01-11
1069|2018 Executive Elections|43|2018-05-31|2018-07-04
1070|2019 Committee Elections|43|2019-12-22|2020-02-14
1071|2020 Executive Board Elections|43|2020-08-02|2020-09-01
1072|2021 Executive Committee Elections|43|2021-10-12|2021-12-10
1073|2022 Council Presidency Elections|43|2022-05-29|2022-07-06
1074|2023 Governing Body Elections|43|2023-08-10|2023-10-07
1075|2024 Board Member Elections|43|2024-08-03|2024-09-02
1076|2000 Committee Chairperson Selection|44|2000-02-22|2000-04-15
1077|2001 Board Elections|44|2001-05-29|2001-07-26
1078|2002 Executive Committee Elections|44|2002-12-06|2003-01-14
1079|2003 Council Member Elections|44|2003-01-06|2003-02-06
1080|2004 Management Elections|44|2004-10-23|2004-12-08
1081|2005 Committee Chairperson Elections|44|2005-11-16|2006-01-15
1082|2006 Executive Director Elections|44|2006-07-10|2006-08-12
1083|2007 Officer Appointments|44|2007-01-26|2007-03-27
1084|2008 Officer Selection|44|2008-10-18|2008-12-15
1085|2009 Council Member Elections|44|2009-09-12|2009-10-21
1086|2010 Board Member Elections|44|2010-06-28|2010-08-16
1087|2011 Chairperson Elections|44|2011-07-10|2011-08-31
1088|2012 Committee Chairperson Elections|44|2012-10-15|2012-11-22
1089|2013 Trustee Elections|44|2013-01-22|2013-03-17
1090|2014 Management Elections|44|2014-04-29|2014-06-06
1091|2015 Board Elections|44|2015-08-15|2015-10-11
1092|2016 Management Elections|44|2016-02-21|2016-03-27
1093|2017 Steering Committee Elections|44|2017-11-06|2017-12-25
1094|2018 Leadership Elections|44|2018-12-27|2019-02-16
1095|2019 Secretary-General Elections|44|2019-04-24|2019-06-04
1096|2020 Executive Director Elections|44|2020-07-20|2020-09-02
1097|2021 Committee Chair Elections|44|2021-11-14|2022-01-09
1098|2022 Board Member Elections|44|2022-10-31|2022-12-16
1099|2023 Executive Director Elections|44|2023-09-20|2023-10-31
1100|2024 Leadership Elections|44|2024-06-07|2024-07-12
1101|2000 Councilor Elections|45|2000-09-05|2000-10-31
1102|2001 Committee Chairperson Elections|45|2001-02-17|2001-03-19
1103|2002 President Selection|45|2002-03-04|2002-04-05
1104|2003 Executive Board Elections|45|2003-04-30|2003-06-09
1105|2004 President Selection|45|2004-02-08|2004-03-26
1106|2005 Chairperson Selection|45|2005-08-16|2005-09-24
1107|2006 President Selection|45|2006-05-01|2006-06-23
1108|2007 Committee Chair Elections|45|2007-12-03|2008-01-10
1109|2008 Council Elections|45|2008-09-27|2008-11-09
1110|2009 Councilor Elections|45|2009-06-03|2009-08-01
1111|2010 Secretary-General Elections|45|2010-12-17|2011-02-10
1112|2011 Board Member Elections|45|2011-06-09|2011-07-14
1113|2012 Steering Committee Elections|45|2012-01-05|2012-02-22
1114|2013 Committee Chair Elections|45|2013-12-15|2014-02-12
1115|2014 Director General Elections|45|2014-08-24|2014-10-23
1116|2015 Council Elections|45|2015-09-21|2015-11-09
1117|2016 Officer Selection|45|2016-11-22|2017-01-16
1118|2017 Council Elections|45|2017-12-17|2018-02-11
1119|2018 Councilor Elections|45|2018-08-06|2018-09-18
1120|2019 Chairperson Elections|45|2019-04-17|2019-06-16
1121|2020 Officer Appointments|45|2020-03-13|2020-05-05
1122|2021 Board Elections|45|2021-10-27|2021-12-07
1123|2022 Steering Committee Elections|45|2022-08-23|2022-10-13
1124|2023 Council Member Elections|45|2023-02-12|2023-04-05
1125|2024 Council Elections|45|2024-04-21|2024-06-02
1126|2000 President Selection|46|2000-02-21|2000-04-20
1127|2001 Directorship Elections|46|2001-01-03|2001-02-28
1128|2002 Presidential Elections|46|2002-03-21|2002-04-23
1129|2003 Officer Selection|46|2003-06-17|2003-08-06
1130|2004 Steering Committee Elections|46|2004-10-24|2004-12-03
1131|2005 Secretary-General Elections|46|2005-04-02|2005-05-31
1132|2006 Councilor Elections|46|2006-07-01|2006-08-20
1133|2007 Governing Body Elections|46|2007-06-26|2007-08-25
1134|2008 Councilor Elections|46|2008-04-17|2008-05-19
1135|2009 Management Elections|46|2009-10-12|2009-11-18
1136|2010 Chairperson Selection|46|2010-09-16|2010-11-13
1137|2011 Board Elections|46|2011-03-23|2011-05-04
1138|2012 Executive Committee Elections|46|2012-12-26|2013-02-20
1139|2013 Steering Committee Elections|46|2013-12-14|2014-02-01
1140|2014 Executive Board Elections|46|2014-05-07|2014-06-12
1141|2015 Council Elections|46|2015-11-30|2016-01-29
1142|2016 President Selection|46|2016-03-21|2016-05-13
1143|2017 Council Elections|46|2017-05-04|2017-06-17
1144|2018 President Selection|46|2018-05-16|2018-06-24
1145|2019 Board Member Elections|46|2019-03-08|2019-05-02
1146|2020 Trustee Elections|46|2020-08-07|2020-10-04
1147|2021 Management Elections|46|2021-09-09|2021-10-19
1148|2022 Officer Selection|46|2022-10-15|2022-12-02
1149|2023 Council Presidency Elections|46|2023-10-19|2023-12-09
1150|2024 Officer Selection|46|2024-12-06|2025-02-01
1151|2000 Director General Elections|47|2000-07-04|2000-08-30
1152|2001 Steering Committee Elections|47|2001-05-23|2001-07-14
1153|2002 Board Elections|47|2002-01-08|2002-02-20
1154|2003 President Selection|47|2003-10-09|2003-11-17
1155|2004 Chairperson Selection|47|2004-02-02|2004-03-25
1156|2005 Executive Committee Elections|47|2005-08-25|2005-10-03
1157|2006 Executive Board Elections|47|2006-03-09|2006-05-03
1158|2007 Secretary-General Elections|47|2007-10-03|2007-11-22
1159|2008 Officer Appointments|47|2008-03-14|2008-04-26
1160|2009 Councilor Elections|47|2009-09-05|2009-10-31
1161|2010 Secretary-General Elections|47|2010-09-27|2010-10-31
1162|2011 President Selection|47|2011-08-20|2011-10-07
1163|2012 Chairperson Elections|47|2012-09-11|2012-10-26
1164|2013 Committee Chair Elections|47|2013-06-26|2013-08-21
1165|2014 Presidential Elections|47|2014-06-17|2014-08-10
1166|2015 Executive Committee Elections|47|2015-10-06|2015-11-06
1167|2016 Board Elections|47|2016-05-17|2016-06-22
1168|2017 Committee Chairperson Selection|47|2017-05-31|2017-07-23
1169|2018 Director General Elections|47|2018-06-27|2018-08-15
1170|2019 Leadership Elections|47|2019-01-16|2019-03-09
1171|2020 Secretary-General Elections|47|2020-04-28|2020-06-18
1172|2021 Director General Elections|47|2021-06-23|2021-07-30
1173|2022 Steering Committee Elections|47|2022-12-02|2023-01-15
1174|2023 Chairperson Elections|47|2023-01-25|2023-03-24
1175|2024 Committee Chairperson Elections|47|2024-06-21|2024-08-11
1176|2000 Director General Elections|48|2000-09-22|2000-11-08
1177|2001 Board Elections|48|2001-12-05|2002-01-15
1178|2002 Councilor Elections|48|2002-05-11|2002-07-08
1179|2003 Chairperson Elections|48|2003-06-29|2003-08-11
1180|2004 Executive Elections|48|2004-08-16|2004-10-13
1181|2005 Executive Committee Elections|48|2005-06-05|2005-07-09
1182|2006 Executive Director Elections|48|2006-01-18|2006-02-20
1183|2007 Directorship Elections|48|2007-02-27|2007-03-31
1184|2008 Management Elections|48|2008-04-29|2008-06-11
1185|2009 Committee Elections|48|2009-11-27|2010-01-26
1186|2010 Leadership Elections|48|2010-10-06|2010-11-11
1187|2011 Board Chair Elections|48|2011-07-14|2011-08-13
1188|2012 Board Member Elections|48|2012-07-29|2012-09-15
1189|2013 Board Elections|48|2013-09-15|2013-10-17
1190|2014 Councilor Elections|48|2014-02-24|2014-03-28
1191|2015 Executive Board Elections|48|2015-03-14|2015-04-13
1192|2016 Council Presidency Elections|48|2016-06-09|2016-07-30
1193|2017 Chairperson Selection|48|2017-09-18|2017-11-03
1194|2018 Steering Committee Elections|48|2018-07-06|2018-08-27
1195|2019 Committee Chair Elections|48|2019-06-02|2019-07-13
1196|2020 Secretary-General Elections|48|2020-05-20|2020-07-13
1197|2021 President Selection|48|2021-12-17|2022-01-31
1198|2022 Secretary-General Elections|48|2022-09-09|2022-10-18
1199|2023 Board Chair Elections|48|2023-01-29|2023-03-05
1200|2024 Council Member Elections|48|2024-10-10|2024-12-03
1201|2000 Governing Body Elections|49|2000-11-05|2000-12-15
1202|2001 Chairperson Selection|49|2001-09-27|2001-11-25
1203|2002 Trustee Elections|49|2002-09-03|2002-10-30
1204|2003 Management Elections|49|2003-02-04|2003-04-01
1205|2004 Committee Chair Elections|49|2004-07-28|2004-09-02
1206|2005 Chairperson Elections|49|2005-02-11|2005-04-10
1207|2006 Presidential Elections|49|2006-10-22|2006-12-18
1208|2007 Council Presidency Elections|49|2007-11-16|2008-01-12
1209|2008 Officer Appointments|49|2008-11-10|2008-12-17
1210|2009 Councilor Elections|49|2009-08-20|2009-09-24
1211|2010 Directorship Elections|49|2010-11-15|2011-01-10
1212|2011 Committee Chairperson Elections|49|2011-01-31|2011-03-27
1213|2012 Chairperson Selection|49|2012-03-20|2012-05-14
1214|2013 Director Elections|49|2013-08-22|2013-10-01
1215|2014 Committee Chairperson Elections|49|2014-05-12|2014-06-13
1216|2015 Trustee Elections|49|2015-02-20|2015-03-29
1217|2016 Director Elections|49|2016-12-14|2017-02-09
1218|2017 Director Elections|49|2017-04-14|2017-05-19
1219|2018 Chairperson Elections|49|2018-05-15|2018-06-15
1220|2019 Leadership Elections|49|2019-02-20|2019-04-17
1221|2020 Councilor Elections|49|2020-06-30|2020-08-19
1222|2021 Councilor Elections|49|2021-10-17|2021-11-29
1223|2022 Council Elections|49|2022-02-20|2022-04-01
1224|2023 Executive Director Elections|49|2023-12-25|2024-01-30
1225|2024 Management Elections|49|2024-12-15|2025-01-23
1226|2000 Management Elections|50|2000-12-28|2001-02-08
1227|2001 Executive Elections|50|2001-01-16|2001-02-24
1228|2002 Directorship Elections|50|2002-06-16|2002-07-25
1229|2003 Executive Director Elections|50|2003-07-24|2003-09-15
1230|2004 Governing Body Elections|50|2004-12-11|2005-01-13
1231|2005 Presidential Elections|50|2005-07-17|2005-08-25
1232|2006 Trustee Elections|50|2006-06-23|2006-08-16
1233|2007 Committee Chairperson Elections|50|2007-01-13|2007-02-25
1234|2008 Secretary-General Elections|50|2008-08-24|2008-10-17
1235|2009 Committee Elections|50|2009-02-22|2009-04-16
1236|2010 Governing Body Elections|50|2010-04-03|2010-05-18
1237|2011 Board Member Elections|50|2011-03-22|2011-04-30
1238|2012 Officer Selection|50|2012-09-15|2012-10-29
1239|2013 Committee Chairperson Elections|50|2013-07-15|2013-09-04
1240|2014 Director Elections|50|2014-12-03|2015-01-02
1241|2015 Executive Director Elections|50|2015-10-07|2015-11-24
1242|2016 Council Elections|50|2016-12-09|2017-01-25
1243|2017 Officer Appointments|50|2017-03-27|2017-05-13
1244|2018 Governing Body Elections|50|2018-09-28|2018-10-31
1245|2019 Executive Elections|50|2019-04-15|2019-06-14
1246|2020 Leadership Elections|50|2020-02-28|2020-03-31
1247|2021 Director Elections|50|2021-09-21|2021-11-15
1248|2022 Executive Director Elections|50|2022-07-08|2022-08-20
1249|2023 Board Chair Elections|50|2023-06-03|2023-07-04
1250|2024 Chairperson Selection|50|2024-08-18|2024-10-15
1251|2000 Council Presidency Elections|51|2000-08-16|2000-10-05
1252|2001 Executive Committee Elections|51|2001-05-27|2001-07-15
1253|2002 Board Member Elections|51|2002-05-02|2002-06-18
1254|2003 Officer Selection|51|2003-03-13|2003-05-03
1255|2004 Council Elections|51|2004-04-28|2004-06-24
1256|2005 Trustee Elections|51|2005-11-14|2005-12-22
1257|2006 Governing Body Elections|51|2006-03-08|2006-04-16
1258|2007 Board Elections|51|2007-03-19|2007-05-13
1259|2008 Board Member Elections|51|2008-09-21|2008-11-08
1260|2009 Steering Committee Elections|51|2009-08-10|2009-10-01
1261|2010 Executive Committee Elections|51|2010-10-09|2010-11-21
1262|2011 Council Member Elections|51|2011-01-11|2011-03-12
1263|2012 Management Elections|51|2012-07-13|2012-09-01
1264|2013 Presidential Elections|51|2013-12-10|2014-01-11
1265|2014 Officer Selection|51|2014-08-21|2014-09-25
1266|2015 Council Elections|51|2015-02-23|2015-04-04
1267|2016 Directorship Elections|51|2016-09-15|2016-11-01
1268|2017 President Selection|51|2017-07-31|2017-09-15
1269|2018 Executive Board Elections|51|2018-02-21|2018-04-17
1270|2019 Executive Director Elections|51|2019-10-01|2019-11-06
1271|2020 Steering Committee Elections|51|2020-01-03|2020-02-25
1272|2021 Chairperson Elections|51|2021-07-04|2021-08-09
1273|2022 Officer Selection|51|2022-02-12|2022-03-23
1274|2023 Committee Chair Elections|51|2023-03-29|2023-05-08
1275|2024 Council Presidency Elections|51|2024-07-12|2024-09-01
1276|2000 Chairperson Elections|52|2000-12-18|2001-01-17
1277|2001 Council Elections|52|2001-07-22|2001-09-11
1278|2002 Committee Chair Elections|52|2002-02-06|2002-03-09
1279|2003 Director General Elections|52|2003-08-22|2003-10-08
1280|2004 Secretary-General Elections|52|2004-01-30|2004-03-01
1281|2005 Committee Chairperson Selection|52|2005-11-25|2006-01-12
1282|2006 Executive Board Elections|52|2006-05-09|2006-07-01
1283|2007 Steering Committee Elections|52|2007-01-31|2007-03-19
1284|2008 Executive Director Elections|52|2008-05-18|2008-06-20
1285|2009 Executive Board Elections|52|2009-08-13|2009-09-15
1286|2010 Officer Selection|52|2010-08-09|2010-10-06
1287|2011 Officer Selection|52|2011-07-02|2011-08-20
1288|2012 Council Elections|52|2012-10-09|2012-12-06
1289|2013 Directorship Elections|52|2013-11-24|2014-01-02
1290|2014 Secretary-General Elections|52|2014-08-26|2014-10-14
1291|2015 Officer Selection|52|2015-07-21|2015-09-04
1292|2016 Councilor Elections|52|2016-11-28|2017-01-08
1293|2017 Committee Chairperson Elections|52|2017-04-01|2017-05-21
1294|2018 Committee Chairperson Elections|52|2018-10-10|2018-11-14
1295|2019 Secretary-General Elections|52|2019-09-16|2019-10-28
1296|2020 Directorship Elections|52|2020-11-06|2020-12-15
1297|2021 Committee Chairperson Elections|52|2021-09-25|2021-11-11
1298|2022 Committee Chair Elections|52|2022-05-06|2022-06-21
1299|2023 Secretary-General Elections|52|2023-04-21|2023-06-20
1300|2024 Chairperson Selection|52|2024-07-18|2024-08-24
1301|2000 Committee Chair Elections|53|2000-11-01|2000-12-06
1302|2001 Executive Director Elections|53|2001-11-15|2002-01-13
1303|2002 Director Elections|53|2002-02-20|2002-03-23
1304|2003 Director General Elections|53|2003-04-15|2003-05-31
1305|2004 Secretary-General Elections|53|2004-08-09|2004-09-24
1306|2005 Executive Elections|53|2005-08-01|2005-09-18
1307|2006 Board Elections|53|2006-03-05|2006-04-14
1308|2007 Council Presidency Elections|53|2007-09-01|2007-10-25
1309|2008 Chairperson Selection|53|2008-11-18|2009-01-01
1310|2009 Council Presidency Elections|53|2009-03-11|2009-04-16
1311|2010 Executive Committee Elections|53|2010-09-28|2010-11-02
1312|2011 Secretary-General Elections|53|2011-01-02|2011-02-24
1313|2012 Steering Committee Elections|53|2012-11-30|2013-01-24
1314|2013 Council Elections|53|2013-02-26|2013-03-30
1315|2014 Council Elections|53|2014-06-18|2014-07-22
1316|2015 Governing Body Elections|53|2015-06-28|2015-08-07
1317|2016 Management Elections|53|2016-02-27|2016-04-13
1318|2017 Chairperson Elections|53|2017-08-11|2017-09-20
1319|2018 Committee Chair Elections|53|2018-06-08|2018-08-04
1320|2019 Board Elections|53|2019-04-06|2019-05-18
1321|2020 Executive Board Elections|53|2020-01-31|2020-03-15
1322|2021 Director General Elections|53|2021-07-14|2021-08-20
1323|2022 Management Elections|53|2022-01-17|2022-03-06
1324|2023 President Selection|53|2023-12-25|2024-02-16
1325|2024 Board Member Elections|53|2024-08-06|2024-09-25
1326|2000 President Selection|54|2000-12-03|2001-01-13
1327|2001 Trustee Elections|54|2001-12-04|2002-01-28
1328|2002 Council Member Elections|54|2002-08-03|2002-09-17
1329|2003 Presidential Elections|54|2003-10-21|2003-12-07
1330|2004 Executive Committee Elections|54|2004-06-02|2004-07-11
1331|2005 Committee Chairperson Selection|54|2005-11-12|2006-01-04
1332|2006 Board Elections|54|2006-09-07|2006-10-26
1333|2007 Committee Chairperson Selection|54|2007-03-23|2007-05-11
1334|2008 Committee Chairperson Elections|54|2008-04-18|2008-05-18
1335|2009 Officer Appointments|54|2009-05-23|2009-07-08
1336|2010 President Selection|54|2010-10-27|2010-12-03
1337|2011 Council Presidency Elections|54|2011-04-28|2011-06-02
1338|2012 Committee Elections|54|2012-03-20|2012-04-19
1339|2013 Management Elections|54|2013-01-15|2013-03-15
1340|2014 Board Member Elections|54|2014-02-10|2014-03-29
1341|2015 Committee Chairperson Elections|54|2015-07-30|2015-09-18
1342|2016 Councilor Elections|54|2016-04-15|2016-06-05
1343|2017 Board Elections|54|2017-11-29|2018-01-15
1344|2018 Committee Chairperson Selection|54|2018-04-24|2018-06-04
1345|2019 President Selection|54|2019-02-22|2019-03-26
1346|2020 Council Member Elections|54|2020-06-18|2020-07-22
1347|2021 Director General Elections|54|2021-01-28|2021-03-05
1348|2022 Management Elections|54|2022-03-19|2022-05-18
1349|2023 Executive Elections|54|2023-01-21|2023-03-02
1350|2024 Committee Chairperson Selection|54|2024-08-16|2024-09-29
1351|2000 Secretary-General Elections|55|2000-12-07|2001-01-19
1352|2001 Presidential Elections|55|2001-03-16|2001-04-17
1353|2002 Directorship Elections|55|2002-01-13|2002-02-16
1354|2003 Committee Chairperson Selection|55|2003-06-11|2003-07-22
1355|2004 Committee Chairperson Selection|55|2004-02-29|2004-04-05
1356|2005 Council Elections|55|2005-07-07|2005-08-11
1357|2006 Council Elections|55|2006-11-12|2006-12-20
1358|2007 Governing Body Elections|55|2007-07-15|2007-08-29
1359|2008 Director General Elections|55|2008-04-16|2008-05-19
1360|2009 Management Elections|55|2009-08-30|2009-10-08
1361|2010 Committee Chair Elections|55|2010-03-06|2010-04-16
1362|2011 Council Elections|55|2011-08-30|2011-10-17
1363|2012 Committee Chairperson Elections|55|2012-10-31|2012-12-22
1364|2013 Board Member Elections|55|2013-12-11|2014-01-17
1365|2014 Committee Chair Elections|55|2014-01-04|2014-02-03
1366|2015 Committee Chairperson Selection|55|2015-08-10|2015-09-20
1367|2016 Committee Chairperson Elections|55|2016-10-27|2016-12-21
1368|2017 Committee Chairperson Selection|55|2017-09-12|2017-10-22
1369|2018 Steering Committee Elections|55|2018-02-06|2018-03-25
1370|2019 Director General Elections|55|2019-05-15|2019-06-19
1371|2020 Committee Elections|55|2020-12-20|2021-02-04
1372|2021 Executive Director Elections|55|2021-08-25|2021-10-01
1373|2022 Committee Chairperson Elections|55|2022-06-22|2022-08-07
1374|2023 Board Member Elections|55|2023-04-14|2023-05-17
1375|2024 Committee Chairperson Selection|55|2024-01-16|2024-03-09
1376|2000 Directorship Elections|56|2000-11-25|2001-01-13
1377|2001 Steering Committee Elections|56|2001-01-12|2001-02-12
1378|2002 Executive Director Elections|56|2002-06-17|2002-08-16
1379|2003 Governing Body Elections|56|2003-10-19|2003-12-06
1380|2004 Board Chair Elections|56|2004-05-26|2004-07-23
1381|2005 Trustee Elections|56|2005-10-13|2005-11-15
1382|2006 Management Elections|56|2006-05-23|2006-07-21
1383|2007 Board Member Elections|56|2007-06-12|2007-07-30
1384|2008 Officer Selection|56|2008-11-22|2009-01-04
1385|2009 Director Elections|56|2009-10-01|2009-11-21
1386|2010 Officer Appointments|56|2010-05-15|2010-07-11
1387|2011 Committee Chairperson Elections|56|2011-12-08|2012-01-21
1388|2012 Directorship Elections|56|2012-08-17|2012-09-16
1389|2013 Committee Chairperson Selection|56|2013-09-22|2013-10-25
1390|2014 Officer Appointments|56|2014-04-27|2014-06-22
1391|2015 Executive Director Elections|56|2015-06-14|2015-07-22
1392|2016 Board Chair Elections|56|2016-08-13|2016-10-04
1393|2017 Executive Board Elections|56|2017-05-12|2017-07-05
1394|2018 Committee Elections|56|2018-10-14|2018-11-29
1395|2019 Steering Committee Elections|56|2019-09-01|2019-10-03
1396|2020 Director Elections|56|2020-06-13|2020-07-26
1397|2021 Director General Elections|56|2021-08-08|2021-09-10
1398|2022 Executive Board Elections|56|2022-03-10|2022-05-02
1399|2023 Board Chair Elections|56|2023-10-07|2023-11-21
1400|2024 Committee Chairperson Elections|56|2024-08-11|2024-09-27
1401|2000 Council Member Elections|57|2000-08-27|2000-10-17
1402|2001 Council Elections|57|2001-07-10|2001-08-23
1403|2002 Committee Chair Elections|57|2002-02-05|2002-03-26
1404|2003 Officer Selection|57|2003-12-12|2004-01-21
1405|2004 Councilor Elections|57|2004-03-12|2004-04-24
1406|2005 Executive Committee Elections|57|2005-03-31|2005-05-13
1407|2006 Steering Committee Elections|57|2006-05-14|2006-06-18
1408|2007 Director General Elections|57|2007-06-19|2007-07-27
1409|2008 Director General Elections|57|2008-08-16|2008-10-01
1410|2009 Council Elections|57|2009-07-29|2009-09-22
1411|2010 Board Member Elections|57|2010-03-10|2010-04-19
1412|2011 Director Elections|57|2011-06-02|2011-07-11
1413|2012 Executive Committee Elections|57|2012-06-07|2012-07-29
1414|2013 Secretary-General Elections|57|2013-05-17|2013-07-02
1415|2014 Officer Selection|57|2014-01-25|2014-03-18
